,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5708447,AR,15,NO-COUNTRY,0
5708786,AT,60,NO-COUNTRY,0
5709055,AU,83,NO-COUNTRY,0
5709444,BE,40,NO-COUNTRY,0
5709522,BG,10,NO-COUNTRY,0
5709532,BM,1,NO-COUNTRY,0
5709546,BR,10,NO-COUNTRY,0
5710471,CA,338,NO-COUNTRY,0
5712119,CH,324,NO-COUNTRY,0
5712450,CR,2,NO-COUNTRY,0
5712550,CS,42,NO-COUNTRY,0
5712597,CU,9,NO-COUNTRY,0
5720755,DE,1485,NO-COUNTRY,0
5722356,DK,44,NO-COUNTRY,0
5722477,ES,21,NO-COUNTRY,0
5722606,FI,12,NO-COUNTRY,0
5725031,FR,406,NO-COUNTRY,0
5728029,GB,542,NO-COUNTRY,0
5728578,GR,1,NO-COUNTRY,0
5728585,HK,10,NO-COUNTRY,0
5728840,HU,39,NO-COUNTRY,0
5728892,IE,8,NO-COUNTRY,0
5729007,IL,32,NO-COUNTRY,0
5729062,IN,2,NO-COUNTRY,0
5729066,IR,1,NO-COUNTRY,0
5729067,IS,3,NO-COUNTRY,0
5729932,IT,176,NO-COUNTRY,0
5741437,JP,1754,NO-COUNTRY,0
5743197,KR,3,NO-COUNTRY,0
5743200,KY,1,NO-COUNTRY,0
5743211,LI,3,NO-COUNTRY,0
5743242,LU,4,NO-COUNTRY,0
5743247,MC,1,NO-COUNTRY,0
5743288,MX,17,NO-COUNTRY,0
5743307,MY,1,NO-COUNTRY,0
5744021,NL,145,NO-COUNTRY,0
5744236,NO,32,NO-COUNTRY,0
5744286,NZ,13,NO-COUNTRY,0
5744303,PE,1,NO-COUNTRY,0
5744310,PH,2,NO-COUNTRY,0
5744431,PL,25,NO-COUNTRY,0
5744491,RO,1,NO-COUNTRY,0
5745141,SE,210,NO-COUNTRY,0
5747111,SU,284,NO-COUNTRY,0
5747403,TT,2,NO-COUNTRY,0
5747427,TW,25,NO-COUNTRY,0
5782767,US,10759,NO-COUNTRY,0
5793533,VE,5,NO-COUNTRY,0
5793618,ZA,23,NO-COUNTRY,0
